champ,role,winrate,banrate,pickrate,change,rank
Cassiopeia,TOP,49.5,2.43,1.07,no change,plattogm
Cassiopeia,ADC,48.03,2.43,0.82,no change,plattogm
Cho'Gath,TOP,51.51,0.49,1.64,no change,plattogm
Cho'Gath,MID,51.79,0.57,0.46,no change,plattogm
Corki,MID,53.38,0.17,1.59,no change,plattogm
Darius,TOP,49,14.38,4.74,no change,plattogm
Darius,MID,54.5,14.38,0.58,no change,plattogm
Diana,JUNGLE,49.16,12.86,8.38,no change,plattogm
Diana,MID,49.23,12.86,2.33,no change,plattogm
Dr. Mundo,TOP,50.76,3.14,3.56,no change,plattogm
Draven,ADC,50,10.27,6.42,no change,plattogm
Ekko,MID,49.71,2.5,3.56,buff,plattogm
Ekko,JUNGLE,50.75,2.5,4.76,buff,plattogm
Elise,JUNGLE,49.77,4.8,3.19,no change,plattogm
Evelynn,JUNGLE,49.74,12.86,5.84,buff,plattogm
Ezreal,ADC,50.83,11.32,24.47,no change,plattogm
Fiddlesticks,JUNGLE,52.2,6.48,4.71,no change,plattogm
Fiora,TOP,50.45,17.34,8,no change,plattogm
Fizz,MID,54.32,3.63,2.73,no change,plattogm
Galio,MID,53.78,0.91,2.7,no change,plattogm
Galio,SUPPORT,52.02,0.91,1.7,no change,plattogm
Gangplank,TOP,48.91,1.83,3.62,tweak,plattogm
Gangplank,MID,45,1.83,0.61,tweak,plattogm
Garen,TOP,54.99,1.48,3.51,no change,plattogm
Garen,MID,52.03,1.74,0.68,no change,plattogm
Gnar,TOP,51.32,1.06,4.11,no change,plattogm
Gragas,JUNGLE,50.45,0.31,2.13,no change,plattogm
Gragas,TOP,49.2,0.31,0.92,no change,plattogm
Gragas,SUPPORT,46.71,0.31,0.88,no change,plattogm
Graves,JUNGLE,50.68,9.26,9,nerf,plattogm
Graves,MID,54.16,9.26,3.32,nerf,plattogm
Graves,TOP,53.64,9.26,1.42,nerf,plattogm
Gwen,TOP,48.36,9.71,3.43,no change,plattogm
Gwen,MID,48.81,9.71,0.45,no change,plattogm
Gwen,JUNGLE,47.99,9.71,0.97,no change,plattogm
Hecarim,JUNGLE,50.81,1.95,3.96,no change,plattogm
Heimerdinger,TOP,54.74,0.58,0.82,no change,plattogm
Heimerdinger,MID,51.65,0.58,0.71,no change,plattogm
Heimerdinger,ADC,50.73,0.58,0.47,no change,plattogm
Illaoi,TOP,50.34,1.25,1.63,no change,plattogm
Irelia,TOP,51.27,42.48,9.18,nerf,plattogm
Irelia,MID,50.54,42.48,6.35,nerf,plattogm
Ivern,JUNGLE,51.95,0.37,1.6,no change,plattogm
Janna,SUPPORT,51.82,0.5,5.31,no change,plattogm
Jarvan IV,JUNGLE,50.93,2.5,9.41,no change,plattogm
Jarvan IV,TOP,50.64,2.5,1.27,no change,plattogm
Jax,TOP,50.69,6.43,5.66,no change,plattogm
Jax,MID,59.69,6.43,0.68,no change,plattogm
Jayce,TOP,47.69,2.4,5.83,no change,plattogm
Jayce,MID,49.95,2.4,1.45,no change,plattogm
Jhin,ADC,50.41,1.49,15.1,no change,plattogm
Jinx,ADC,50.1,0.36,6.79,no change,plattogm
Kai'Sa,ADC,49.92,1.85,12.74,no change,plattogm
Kalista,ADC,49.22,0.58,2.72,no change,plattogm
Karma,SUPPORT,46.77,2.6,8.28,no change,plattogm
Karthus,JUNGLE,51.21,5.87,3.35,no change,plattogm
Karthus,ADC,54.17,5.87,0.73,no change,plattogm
Kassadin,MID,52.11,14.21,4.15,no change,plattogm
Katarina,MID,49.24,19.67,7.72,no change,plattogm
Kayle,TOP,50.86,1.32,2.72,no change,plattogm
Kayle,MID,52.73,1.32,1.39,no change,plattogm
Kayn,JUNGLE,51.51,18.33,10.2,nerf,plattogm
Kennen,TOP,52.17,1.18,3.86,no change,plattogm
Kennen,MID,56.53,1.18,1.03,no change,plattogm
Kha'Zix,JUNGLE,51.96,11.13,9.91,no change,plattogm
Kindred,JUNGLE,51.83,4.58,5.27,no change,plattogm
Kled,TOP,51.39,0.81,1.99,no change,plattogm
Kled,MID,53.38,0.87,0.39,no change,plattogm
Kog'Maw,ADC,52.18,1.11,3.21,no change,plattogm
LeBlanc,MID,49.41,17.59,9.01,no change,plattogm
Lee Sin,JUNGLE,50.45,24.12,20.19,no change,plattogm
Leona,SUPPORT,50.58,20.05,11.33,nerf,plattogm
Lillia,TOP,50.11,0.67,1.06,no change,plattogm
Lillia,JUNGLE,47.86,0.67,2.48,no change,plattogm
Lissandra,MID,51.87,0.56,2.74,buff,plattogm
Lissandra,TOP,53.97,0.58,0.32,buff,plattogm
Lucian,MID,47.42,3.12,5.01,tweak,plattogm
Lucian,TOP,48.28,3.12,1.59,tweak,plattogm
Lucian,ADC,48.32,3.12,4.17,tweak,plattogm
Lulu,SUPPORT,51.06,35.54,13.3,no change,plattogm
Lux,MID,50.44,0.98,3.3,no change,plattogm
Lux,SUPPORT,49.99,0.98,4.69,no change,plattogm
Malphite,TOP,49.87,5.77,4.82,no change,plattogm
Malphite,MID,52.93,5.77,1.05,no change,plattogm
Malzahar,MID,54.52,2.71,2.93,no change,plattogm
Malzahar,TOP,53.18,3.06,0.42,no change,plattogm
Maokai,TOP,48.59,0.43,1.18,no change,plattogm
Maokai,SUPPORT,47.6,0.43,2.75,no change,plattogm
Master Yi,JUNGLE,50.65,6.24,4.47,no change,plattogm
Miss Fortune,ADC,49.04,0.23,4.21,no change,plattogm
Mordekaiser,TOP,46.83,4.71,4.64,no change,plattogm
Mordekaiser,MID,52.44,5.48,0.74,no change,plattogm
Morgana,SUPPORT,50.65,22.67,6.34,no change,plattogm
Morgana,MID,52.89,25.66,0.77,no change,plattogm
Nami,SUPPORT,49.63,0.16,4.98,buff,plattogm
Nasus,TOP,51.61,2.18,2.87,no change,plattogm
Nautilus,SUPPORT,49.76,10.64,8.46,no change,plattogm
Neeko,TOP,52.65,0.19,0.22,no change,plattogm
Neeko,MID,50.39,0.18,0.92,no change,plattogm
Neeko,SUPPORT,54.47,0.18,0.4,no change,plattogm
Nidalee,JUNGLE,50.77,5.49,7.8,no change,plattogm
Nocturne,JUNGLE,53.23,7.14,4.6,no change,plattogm
Olaf,JUNGLE,51.87,1.73,2.23,no change,plattogm
Olaf,TOP,47.9,1.57,0.3,no change,plattogm
Orianna,MID,49.04,0.24,3.67,no change,plattogm
Ornn,TOP,50.39,0.31,3.28,no change,plattogm
Pantheon,MID,54.8,1.85,1.91,no change,plattogm
Pantheon,TOP,47.1,1.85,0.99,no change,plattogm
Pantheon,SUPPORT,45.33,1.85,1.59,no change,plattogm
Poppy,TOP,51.18,1.01,1.42,no change,plattogm
Poppy,JUNGLE,49.55,1.01,1.75,no change,plattogm
Pyke,SUPPORT,49.01,6.45,7.02,no change,plattogm
Pyke,MID,55.17,6.45,0.88,no change,plattogm
Qiyana,MID,51.03,6.93,5.48,no change,plattogm
Quinn,MID,58.63,0.67,0.24,no change,plattogm
Quinn,TOP,52.05,0.64,1.43,no change,plattogm
Rakan,SUPPORT,51.26,0.33,5.87,no change,plattogm
Rammus,JUNGLE,49.94,2.87,1.83,no change,plattogm
Rek'Sai,JUNGLE,52.16,1.49,2.76,no change,plattogm
Rell,SUPPORT,52.71,0.91,2.82,no change,plattogm
Renekton,TOP,48.52,5.03,5.16,no change,plattogm
Renekton,MID,49.72,5.03,1.31,no change,plattogm
Rengar,TOP,50.91,3.39,1.3,tweak,plattogm
Rengar,JUNGLE,49.83,3.39,3.08,tweak,plattogm
Riven,TOP,52.07,4.09,6.11,no change,plattogm
Riven,MID,54.26,4.09,0.95,no change,plattogm
Rumble,MID,51.97,0.51,0.86,no change,plattogm
Rumble,TOP,47.91,0.51,0.72,no change,plattogm
Rumble,JUNGLE,49.28,0.51,1.46,no change,plattogm
Ryze,MID,49.08,0.67,4.71,no change,plattogm
Ryze,TOP,49.15,0.67,1.45,no change,plattogm
Samira,ADC,49.68,21.51,9.47,no change,plattogm
Sejuani,JUNGLE,52.74,0.18,1.61,no change,plattogm
Sejuani,TOP,51.03,0.18,0.19,no change,plattogm
Senna,SUPPORT,48.43,3.62,5.99,buff,plattogm
Seraphine,ADC,55.83,1.32,0.82,no change,plattogm
Seraphine,SUPPORT,49.72,1.32,3.89,no change,plattogm
Seraphine,MID,50.42,1.32,1.05,no change,plattogm
Sett,TOP,51.46,10.22,9.61,no change,plattogm
Sett,MID,53.55,10.22,1.94,no change,plattogm
Sett,SUPPORT,45.7,10.22,1.82,no change,plattogm
Shaco,JUNGLE,51.72,18.5,5.51,no change,plattogm
Shaco,SUPPORT,50.46,18.5,1.29,no change,plattogm
Shen,TOP,52.57,1.33,4.81,no change,plattogm
Shen,SUPPORT,51.47,1.33,0.61,no change,plattogm
Shyvana,JUNGLE,53.2,0.31,2.22,no change,plattogm
Singed,MID,53.76,0.24,0.22,no change,plattogm
Singed,TOP,46.14,0.25,1.45,no change,plattogm
Sion,TOP,51.46,0.19,2.47,no change,plattogm
Sion,MID,45.37,0.19,0.46,no change,plattogm
Sivir,ADC,51.38,0.37,3.5,no change,plattogm
Skarner,TOP,51.86,0.14,0.15,no change,plattogm
Skarner,JUNGLE,51.97,0.15,0.91,no change,plattogm
Sona,SUPPORT,53.83,1.93,7.78,no change,plattogm
Soraka,SUPPORT,53.53,0.57,4.34,no change,plattogm
Swain,MID,57.15,1.54,0.59,no change,plattogm
Swain,ADC,54.64,1.77,0.84,no change,plattogm
Swain,SUPPORT,47.81,1.54,2.02,no change,plattogm
Sylas,MID,49.79,9.05,7.81,no change,plattogm
Sylas,TOP,48.83,9.05,3.13,no change,plattogm
Syndra,MID,49.39,1.71,5.4,no change,plattogm
Syndra,ADC,48.5,1.71,1.46,no change,plattogm
Tahm Kench,TOP,50.35,27.24,6.46,nerf,plattogm
Tahm Kench,SUPPORT,48.61,27.24,0.84,nerf,plattogm
Taliyah,MID,49.44,0.18,0.17,no change,plattogm
Taliyah,JUNGLE,46.73,0.18,1.24,no change,plattogm
Talon,MID,52.83,3.81,3.87,no change,plattogm
Talon,TOP,55.17,3.73,0.5,no change,plattogm
Taric,SUPPORT,55.55,0.2,1.35,no change,plattogm
Teemo,TOP,51.17,1.28,2.33,buff,plattogm
Teemo,MID,50.06,1.52,0.38,buff,plattogm
Thresh,SUPPORT,51.08,18.58,17.51,no change,plattogm
Tristana,ADC,52.03,4.64,9.86,no change,plattogm
Trundle,JUNGLE,52.09,3.31,4.27,no change,plattogm
Trundle,SUPPORT,49.91,3.31,3.46,no change,plattogm
Trundle,TOP,48.59,3.31,2.24,no change,plattogm
Tryndamere,TOP,47.1,4.13,2.85,no change,plattogm
Tryndamere,MID,52.06,4.13,0.89,no change,plattogm
Twisted Fate,MID,51.06,0.31,3.86,no change,plattogm
Twitch,ADC,52.06,1.39,4.45,no change,plattogm
Udyr,JUNGLE,53.29,0.57,1.02,no change,plattogm
Urgot,TOP,51.93,1.04,2.46,no change,plattogm
Urgot,MID,53.14,1.17,0.3,no change,plattogm
Varus,ADC,49.63,1.4,7.41,no change,plattogm
Vayne,ADC,53.82,9.4,12.79,no change,plattogm
Vayne,TOP,52.06,9.4,1.52,no change,plattogm
Veigar,MID,45.8,0.51,2.21,no change,plattogm
Veigar,ADC,49.68,0.51,1,no change,plattogm
Veigar,SUPPORT,48.29,0.56,0.62,no change,plattogm
Vel'Koz,MID,50.62,0.39,1.29,no change,plattogm
Vel'Koz,SUPPORT,50.08,0.36,1.7,no change,plattogm
Vi,JUNGLE,53.3,0.33,2.46,tweak,plattogm
Viego,JUNGLE,50.31,43.08,14.38,tweak,plattogm
Viktor,MID,51.88,0.4,3.27,no change,plattogm
Vladimir,MID,50.95,8.45,4.25,no change,plattogm
Vladimir,TOP,50.08,8.45,1.95,no change,plattogm
Volibear,JUNGLE,52.11,2.06,2.7,no change,plattogm
Volibear,TOP,48.65,2.06,2.14,no change,plattogm
Warwick,TOP,53.37,0.93,1.05,no change,plattogm
Warwick,JUNGLE,51.65,1.04,3.15,no change,plattogm
Wukong,TOP,52.62,1.74,3.67,no change,plattogm
Wukong,MID,55.04,1.69,0.5,no change,plattogm
Xayah,ADC,48.33,0.14,3.62,tweak,plattogm
Xerath,MID,50.7,3.81,2.67,no change,plattogm
Xerath,SUPPORT,48.4,3.81,4.16,no change,plattogm
Xin Zhao,JUNGLE,52.33,22.83,7.94,no change,plattogm
Yasuo,MID,51.93,17.18,9.48,no change,plattogm
Yasuo,TOP,50.68,17.18,2.17,no change,plattogm
Yasuo,ADC,52.33,17.18,1.95,no change,plattogm
Yone,MID,48.8,11.51,7.16,no change,plattogm
Yone,TOP,50.24,11.51,2.84,no change,plattogm
Yorick,TOP,46.89,0.94,1.64,no change,plattogm
Yuumi,SUPPORT,49.74,19.33,11.09,no change,plattogm
Zac,JUNGLE,52.18,2.57,4.83,no change,plattogm
Zed,MID,51.2,35.01,9.69,tweak,plattogm
Ziggs,ADC,50.95,13.51,7.24,no change,plattogm
Ziggs,MID,52.7,13.51,1.92,no change,plattogm
Zilean,SUPPORT,53.26,1.22,3.54,no change,plattogm
Zilean,MID,54.49,1.09,0.52,no change,plattogm
Zoe,MID,47.81,1.3,3.19,no change,plattogm
Zyra,SUPPORT,51.71,1.41,3.9,no change,plattogm
Aatrox,TOP,47.9,2.23,4.65,no change,plattogm
Aatrox,MID,56.89,2.23,0.63,no change,plattogm
Ahri,MID,52.18,0.91,4.54,no change,plattogm
Akali,MID,47.58,5.92,3.69,no change,plattogm
Akali,TOP,46.81,5.92,2.05,no change,plattogm
Akshan,MID,51.81,30.39,5.39,no change,plattogm
Akshan,TOP,49.95,30.39,1.07,no change,plattogm
Akshan,ADC,49.27,30.39,1.72,no change,plattogm
Alistar,SUPPORT,49.66,1.53,5.36,no change,plattogm
Amumu,JUNGLE,51.09,5.07,6.06,no change,plattogm
Amumu,SUPPORT,49.78,5.07,0.99,no change,plattogm
Anivia,MID,52.69,3.43,3.41,no change,plattogm
Annie,MID,50.17,0.87,2.16,no change,plattogm
Annie,SUPPORT,48.65,0.9,0.24,no change,plattogm
Aphelios,ADC,49.79,4.25,10.74,nerf,plattogm
Ashe,ADC,53.37,6.16,15.45,nerf,plattogm
Aurelion Sol,TOP,58.87,0.23,0.09,no change,plattogm
Aurelion Sol,MID,52.05,0.23,0.76,no change,plattogm
Azir,TOP,55.69,0.27,0.19,no change,plattogm
Azir,MID,47.96,0.27,1.63,no change,plattogm
Bard,SUPPORT,52.05,1.42,5.56,no change,plattogm
Blitzcrank,SUPPORT,54.3,8.97,6.26,no change,plattogm
Brand,MID,50.76,3.04,0.6,no change,plattogm
Brand,SUPPORT,47.67,2.49,3.42,no change,plattogm
Braum,SUPPORT,50.55,0.69,5.32,no change,plattogm
Caitlyn,ADC,51.79,3.84,9.69,no change,plattogm
Camille,TOP,51.9,15.4,12.56,nerf,plattogm
Cassiopeia,MID,52.16,2.32,3.25,no change,plattogm
Cassiopeia,TOP,50.49,2.32,0.92,no change,plattogm
Cassiopeia,ADC,52.84,2.32,0.79,no change,plattogm
Cho'Gath,MID,52.76,0.51,0.44,no change,plattogm
Cho'Gath,TOP,49.61,0.51,1.72,no change,plattogm
Corki,MID,54.56,0.22,1.8,no change,plattogm
Corki,TOP,55.74,0.22,0.24,no change,plattogm
Darius,TOP,51.08,15.53,5.56,no change,plattogm
Darius,MID,54.33,15.53,0.68,no change,plattogm
Diana,JUNGLE,49.95,8.89,6.63,no change,plattogm
Diana,MID,50.32,8.89,2.39,no change,plattogm
Dr. Mundo,TOP,49.86,2.42,3.01,buff,plattogm
Draven,ADC,50.53,11.85,6.34,tweak,plattogm
Ekko,JUNGLE,50.37,13.32,13.33,no change,plattogm
Ekko,MID,50.83,13.32,3.27,no change,plattogm
Elise,JUNGLE,46.24,3.8,2.7,no change,plattogm
Evelynn,JUNGLE,48.61,17.22,5.18,no change,plattogm
Ezreal,ADC,49.64,10.64,24.19,no change,plattogm
Fiddlesticks,JUNGLE,54.74,6.66,4.49,no change,plattogm
Fiddlesticks,SUPPORT,50.77,6.66,0.25,no change,plattogm
Fiora,TOP,51.85,18.8,7.75,no change,plattogm
Fizz,MID,51,3.61,2.87,tweak,plattogm
Galio,MID,50.91,0.76,2.79,no change,plattogm
Galio,SUPPORT,49.09,0.76,1.56,no change,plattogm
Gangplank,TOP,45.41,3.61,5.74,buff,plattogm
Gangplank,MID,45.21,3.61,1.65,buff,plattogm
Garen,TOP,52.43,1.55,3.57,no change,plattogm
Garen,MID,54.09,1.84,0.71,no change,plattogm
Gnar,TOP,51.34,1.2,4.33,no change,plattogm
Gragas,MID,52.78,0.25,0.39,no change,plattogm
Gragas,JUNGLE,50.49,0.26,2.04,no change,plattogm
Gragas,TOP,52.17,0.26,0.84,no change,plattogm
Gragas,SUPPORT,47.74,0.26,0.77,no change,plattogm
Graves,JUNGLE,50.52,8.52,9.05,no change,plattogm
Graves,MID,50.93,8.52,2.7,no change,plattogm
Gwen,TOP,48.12,7.2,3.37,no change,plattogm
Gwen,JUNGLE,53.11,7.2,0.82,no change,plattogm
Hecarim,JUNGLE,48.94,1.65,3.28,no change,plattogm
Heimerdinger,MID,53.56,0.68,0.68,no change,plattogm
Heimerdinger,TOP,52.7,0.68,0.81,no change,plattogm
Heimerdinger,ADC,53.85,0.68,0.44,no change,plattogm
Illaoi,TOP,53.86,1.29,1.62,no change,plattogm
Irelia,TOP,52.24,43.81,8.41,no change,plattogm
Irelia,MID,49.63,43.81,6.07,no change,plattogm
Ivern,JUNGLE,50.89,0.4,1.47,no change,plattogm
Janna,SUPPORT,50.51,0.51,5.12,no change,plattogm
Jarvan IV,JUNGLE,53.39,6.04,11.39,no change,plattogm
Jax,TOP,51.58,6.99,5.62,no change,plattogm
Jax,MID,59.67,6.99,0.66,no change,plattogm
Jayce,TOP,47.43,2.87,6.19,nerf,plattogm
Jayce,MID,49.87,2.87,1.73,nerf,plattogm
Jhin,ADC,52.79,1.52,14.42,no change,plattogm
Jinx,ADC,50.83,0.3,6.41,buff,plattogm
Kai'Sa,ADC,49.21,1.47,10.35,no change,plattogm
Kalista,ADC,49.47,0.49,2.3,buff,plattogm
Karma,SUPPORT,50.16,1.7,7.36,buff,plattogm
Karthus,JUNGLE,50.82,5.75,3.01,no change,plattogm
Karthus,MID,51.46,5.75,0.41,no change,plattogm
Karthus,ADC,53.45,5.75,0.81,no change,plattogm
Kassadin,MID,53.27,13.88,4.41,no change,plattogm
Katarina,MID,50.06,19.01,7.52,no change,plattogm
Kayle,TOP,52.49,1.23,2.68,no change,plattogm
Kayle,MID,54.58,1.23,1.31,no change,plattogm
Kayn,JUNGLE,50.4,16.25,8.48,no change,plattogm
Kennen,TOP,51.21,1.84,4.64,no change,plattogm
Kennen,MID,52.09,1.84,1.05,no change,plattogm
Kha'Zix,JUNGLE,51.84,12.24,9.52,no change,plattogm
Kindred,JUNGLE,52.33,5.01,4.85,no change,plattogm
Kled,TOP,51.59,0.85,2.03,no change,plattogm
Kled,MID,53.96,0.85,0.44,no change,plattogm
Kog'Maw,ADC,53.21,0.69,2.37,no change,plattogm
LeBlanc,MID,50.11,18.34,9.14,no change,plattogm
Lee Sin,JUNGLE,50.46,27.46,19.86,nerf,plattogm
Leona,SUPPORT,50.3,19.92,10.35,no change,plattogm
Lillia,TOP,54.2,0.95,1.54,buff,plattogm
Lillia,JUNGLE,52.17,0.95,2.44,buff,plattogm
Lissandra,MID,52.82,0.94,3.52,no change,plattogm
Lissandra,TOP,54.81,0.96,0.42,no change,plattogm
Lucian,ADC,50.24,3.89,12.93,no change,plattogm
Lucian,MID,45.71,3.89,2.9,no change,plattogm
Lulu,SUPPORT,51.18,33.81,13.15,no change,plattogm
Lux,MID,49.77,1.04,3.4,no change,plattogm
Lux,SUPPORT,49.89,1.04,4.59,no change,plattogm
Malphite,TOP,49.7,5.7,4.63,no change,plattogm
Malphite,MID,49.05,5.7,1.04,no change,plattogm
Malzahar,MID,54.98,2.49,2.86,no change,plattogm
Malzahar,TOP,55.96,2.84,0.42,no change,plattogm
Maokai,SUPPORT,53.29,0.33,2.33,no change,plattogm
Maokai,TOP,49.4,0.34,0.81,no change,plattogm
Master Yi,JUNGLE,50.26,6.72,4.45,no change,plattogm
Miss Fortune,ADC,50.53,0.21,3.99,buff,plattogm
Mordekaiser,TOP,51.5,4.85,4.71,no change,plattogm
Mordekaiser,JUNGLE,52.04,5.59,0.52,no change,plattogm
Mordekaiser,MID,50.72,4.85,0.71,no change,plattogm
Morgana,SUPPORT,49.61,23.85,6.42,buff,plattogm
Nami,SUPPORT,53.68,0.36,8.76,no change,plattogm
Nasus,TOP,48.31,2.32,2.93,no change,plattogm
Nautilus,SUPPORT,48.92,10.67,7.85,no change,plattogm
Neeko,SUPPORT,53.23,0.16,0.37,no change,plattogm
Neeko,MID,47.42,0.16,0.92,no change,plattogm
Neeko,TOP,45.76,0.18,0.21,no change,plattogm
Nidalee,JUNGLE,48.18,5.85,7.24,no change,plattogm
Nocturne,JUNGLE,52.14,5.29,3.97,no change,plattogm
Olaf,JUNGLE,52.37,1.79,2.39,no change,plattogm
Olaf,TOP,49.11,1.72,0.3,no change,plattogm
Orianna,MID,49.72,0.24,4.12,no change,plattogm
Ornn,TOP,51.85,0.37,3.15,no change,plattogm
Ornn,SUPPORT,45.92,0.4,0.11,no change,plattogm
Pantheon,MID,50.15,1.82,1.88,no change,plattogm
Pantheon,TOP,51.54,1.82,0.99,no change,plattogm
Pantheon,SUPPORT,49.01,1.82,1.63,no change,plattogm
Poppy,TOP,50.01,0.96,1.39,no change,plattogm
Poppy,JUNGLE,48.61,0.96,1.51,no change,plattogm
Poppy,SUPPORT,48.08,1.01,0.33,no change,plattogm
Pyke,SUPPORT,48.98,7.02,7.48,no change,plattogm
Pyke,MID,51.04,7.02,0.99,no change,plattogm
Qiyana,MID,49.95,8.82,5.61,tweak,plattogm
Quinn,TOP,54.35,0.77,1.46,no change,plattogm
Quinn,MID,54.79,0.81,0.27,no change,plattogm
Rakan,SUPPORT,51.53,0.66,7.87,no change,plattogm
Rammus,JUNGLE,50.66,2.94,1.97,no change,plattogm
Rek'Sai,JUNGLE,51.2,1.52,2.91,no change,plattogm
Rell,SUPPORT,52.5,0.97,2.84,no change,plattogm
Renekton,TOP,48.78,5,5.47,nerf,plattogm
Renekton,MID,47.97,5,1.28,nerf,plattogm
Rengar,TOP,50.92,3.8,1.23,tweak,plattogm
Rengar,JUNGLE,48.97,3.8,3.21,tweak,plattogm
Riven,TOP,52.92,4.67,6.45,no change,plattogm
Riven,MID,53.99,4.67,1.08,no change,plattogm
Rumble,MID,50.46,0.4,0.87,tweak,plattogm
Rumble,TOP,50.07,0.4,0.68,tweak,plattogm
Rumble,JUNGLE,46.86,0.4,1.09,tweak,plattogm
Ryze,MID,47.69,1.01,6.38,no change,plattogm
Ryze,TOP,49.86,1.01,1.75,no change,plattogm
Samira,ADC,49.04,21.21,8.93,no change,plattogm
Sejuani,JUNGLE,46.37,0.16,1.48,no change,plattogm
Senna,SUPPORT,49.67,4.35,6.51,no change,plattogm
Senna,ADC,51.38,4.35,2.19,no change,plattogm
Seraphine,SUPPORT,51.23,1.35,4.22,no change,plattogm
Seraphine,MID,51.95,1.35,1.09,no change,plattogm
Seraphine,ADC,55.23,1.35,0.82,no change,plattogm
Sett,TOP,51.07,10.98,9.55,no change,plattogm
Sett,MID,51.17,10.98,1.95,no change,plattogm
Sett,SUPPORT,45.97,10.98,1.71,no change,plattogm
Shaco,JUNGLE,52.42,16.77,5.45,no change,plattogm
Shaco,SUPPORT,54.98,16.77,1.08,no change,plattogm
Shen,TOP,51.42,1.3,4.94,no change,plattogm
Shen,SUPPORT,46.87,1.3,0.48,no change,plattogm
Shyvana,JUNGLE,50.48,0.32,2.04,no change,plattogm
Singed,MID,55.86,0.23,0.22,tweak,plattogm
Singed,TOP,52.25,0.24,1.49,tweak,plattogm
Sion,TOP,50.15,0.19,2.63,no change,plattogm
Sion,MID,47.59,0.19,0.5,no change,plattogm
Sivir,ADC,50.99,0.3,2.82,no change,plattogm
Skarner,JUNGLE,52.97,0.14,0.8,no change,plattogm
Skarner,TOP,52.76,0.14,0.12,no change,plattogm
Sona,SUPPORT,54.07,1.66,5.83,no change,plattogm
Soraka,SUPPORT,51.39,0.69,4.41,tweak,plattogm
Swain,MID,54.14,1.5,0.53,no change,plattogm
Swain,ADC,52.79,1.5,0.81,no change,plattogm
Swain,SUPPORT,46.27,1.5,1.96,no change,plattogm
Sylas,MID,49.62,7.71,7.79,no change,plattogm
Sylas,TOP,50.15,7.71,3.02,no change,plattogm
Syndra,MID,48.16,1.28,4.51,no change,plattogm
Syndra,ADC,48.53,1.28,0.89,no change,plattogm
Tahm Kench,TOP,52.2,19.72,5.31,no change,plattogm
Tahm Kench,SUPPORT,48.44,19.72,0.52,no change,plattogm
Taliyah,JUNGLE,53.25,0.16,1.18,nerf,plattogm
Taliyah,MID,53.93,0.15,0.17,nerf,plattogm
Talon,MID,53.55,4.69,4.05,nerf,plattogm
Talon,TOP,49.94,4.69,0.55,nerf,plattogm
Taric,SUPPORT,52,0.22,1.25,no change,plattogm
Teemo,TOP,52.48,1.87,3.18,no change,plattogm
Teemo,MID,54.81,2.13,0.49,no change,plattogm
Thresh,SUPPORT,50.15,18.58,16.43,tweak,plattogm
Tristana,ADC,51.59,4.35,8.99,no change,plattogm
Trundle,JUNGLE,52.73,5.83,5.24,nerf,plattogm
Trundle,TOP,52.89,5.83,2.23,nerf,plattogm
Trundle,SUPPORT,51.38,5.83,2.7,nerf,plattogm
Tryndamere,TOP,48.89,4.85,3.04,no change,plattogm
Tryndamere,MID,50.59,4.85,1.03,no change,plattogm
Twisted Fate,MID,50.99,0.49,4.83,no change,plattogm
Twitch,ADC,50.03,1.42,4.43,buff,plattogm
Udyr,JUNGLE,50.72,0.49,1,no change,plattogm
Urgot,MID,55.61,1.21,0.33,buff,plattogm
Urgot,TOP,47.17,1.06,2.58,buff,plattogm
Varus,ADC,50.09,1.51,7.2,nerf,plattogm
Vayne,ADC,53.41,9.46,12.49,no change,plattogm
Vayne,TOP,51.89,9.46,1.55,no change,plattogm
Veigar,MID,53.4,0.54,2.13,no change,plattogm
Veigar,ADC,51.55,0.54,0.85,no change,plattogm
Veigar,SUPPORT,49.04,0.61,0.62,no change,plattogm
Vel'Koz,MID,50.1,0.41,1.26,no change,plattogm
Vel'Koz,SUPPORT,49.25,0.41,1.7,no change,plattogm
Vi,JUNGLE,50.36,0.25,2.02,no change,plattogm
Viego,JUNGLE,47.13,27.2,10,no change,plattogm
Viktor,MID,54.05,0.36,3.13,no change,plattogm
Vladimir,MID,52.78,7.46,3.7,no change,plattogm
Vladimir,TOP,52.15,7.46,1.69,no change,plattogm
Volibear,JUNGLE,50.26,1.69,2.17,no change,plattogm
Volibear,TOP,48.46,1.69,2.05,no change,plattogm
Warwick,JUNGLE,47.79,0.99,2.68,no change,plattogm
Warwick,TOP,46.4,0.88,0.9,no change,plattogm
Wukong,TOP,51.55,1.59,3.3,no change,plattogm
Wukong,MID,55.02,1.56,0.48,no change,plattogm
Wukong,JUNGLE,52.91,1.59,0.4,no change,plattogm
Xayah,ADC,50.04,0.56,7,no change,plattogm
Xerath,MID,49.41,3.75,2.68,no change,plattogm
Xerath,SUPPORT,50.9,3.75,4.08,no change,plattogm
Xin Zhao,JUNGLE,52.02,18.65,7.48,no change,plattogm
Yasuo,MID,51.51,18.92,9.61,no change,plattogm
Yasuo,TOP,52.25,18.92,2.25,no change,plattogm
Yasuo,ADC,52.66,18.92,1.81,no change,plattogm
Yone,MID,50.84,12.64,7.91,buff,plattogm
Yone,TOP,52.07,12.64,3.2,buff,plattogm
Yorick,MID,54.07,1.05,0.2,no change,plattogm
